id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
10,VBD_npp_d20250827_t1910559_x0968694E_y130492N_l0605_s2126_v23,2025-08-27 21:26:06,13.049241,96.869354,4.75617,2025-08-27 19:10:55,2025-08-28 02:10:55,605,2126,0.139446,4,100709,0.265518,0.055,0.60799,0.4,0.763339,0.75,2.86567e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,146.829,47.7274,5.33123,-77.5154,158.107,-93.6005
12,VBD_npp_d20250827_t1910381_x0979485E_y139581N_l0445_s2247_v23,2025-08-27 21:26:06,13.958128,97.948494,4.11494,2025-08-27 19:10:38,2025-08-28 01:40:38,445,2247,0.167401,10,2305,0.146569,0.055,0.376732,0.4,0.548652,0.75,1.90508e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,145.495,47.9358,12.3034,-79.1328,159.109,-91.1853
13,VBD_npp_d20250827_t1910594_x0978911E_y126797N_l0635_s2282_v23,2025-08-27 21:26:06,12.679719,97.891129,21.3819,2025-08-27 19:10:59,2025-08-28 01:40:59,635,2282,0.383354,1,2401,0.831687,0.055,0.893654,0.4,0.972063,0.75,1.97856e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,146.316,49.3913,14.2756,-79.8344,159.075,-94.4731
14,VBD_npp_d20250827_t1911030_x0978393E_y124573N_l0669_s2282_v23,2025-08-27 21:26:06,12.457285,97.839302,16.8521,2025-08-27 19:11:03,2025-08-28 01:41:03,669,2282,0.252687,1,2401,0.687605,0.055,0.843255,0.4,0.93004,0.75,2.02836e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,146.488,49.6025,14.2803,-79.3778,159.021,-95.0434
15,VBD_npp_d20250827_t1910523_x0982161E_y130603N_l0571_s2315_v23,2025-08-27 21:26:06,13.060278,98.216072,11.3151,2025-08-27 19:10:52,2025-08-28 02:10:52,571,2315,0.235615,2,2337,0.417142,0.055,0.628607,0.4,0.733563,0.75,1.75392e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,145.85,49.3066,16.0971,-79.8533,159.385,-93.4735
16,VBD_npp_d20250827_t1910523_x0982103E_y130269N_l0576_s2315_v23,2025-08-27 21:26:06,13.026885,98.210327,2.07153,2025-08-27 19:10:52,2025-08-28 02:10:52,576,2315,0.22587,2,2337,0.0592304,0.055,0.576607,0.4,0.370425,0.75,1.75964e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,145.876,49.3372,16.1023,-78.8356,159.377,-93.561
17,VBD_npp_d20250827_t1910505_x0982744E_y131937N_l0550_s2319_v23,2025-08-27 21:26:06,13.193691,98.274368,10.517,2025-08-27 19:10:50,2025-08-28 01:40:50,550,2319,0.337333,1,2401,0.534863,0.055,0.802334,0.4,0.919095,0.75,1.7141e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,145.725,49.217,16.3166,-80.8591,159.441,-93.1203
18,VBD_npp_d20250827_t1910505_x0982766E_y131658N_l0554_s2320_v23,2025-08-27 21:26:06,13.165819,98.276581,4.78705,2025-08-27 19:10:50,2025-08-28 01:40:50,554,2320,0.306889,1,2401,0.259105,0.055,0.814219,0.4,0.769236,0.75,1.71467e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,145.742,49.2506,16.3712,-80.0556,159.442,-93.1931
19,VBD_npp_d20250827_t1910505_x0982823E_y131580N_l0555_s2321_v23,2025-08-27 21:26:06,13.157992,98.282280,9.07629,2025-08-27 19:10:50,2025-08-28 01:40:50,555,2321,0.289533,1,2401,0.44601,0.055,0.785121,0.4,0.833663,0.75,1.71183e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,145.743,49.2659,16.4266,-79.8561,159.447,-93.2131
20,VBD_npp_d20250827_t1910505_x0983063E_y131747N_l0552_s2324_v23,2025-08-27 21:26:06,13.174650,98.306305,4.38439,2025-08-27 19:10:50,2025-08-28 01:40:50,552,2324,0.248561,2,2337,0.276028,0.055,0.787654,0.4,0.72519,0.75,1.69658e-30,0.0001,0,999999,999999,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250827_t1909497_e1911139_b71681_c20250827203900645000_oeac_ops.h5,GDNBO_npp_d20250827_t1909497_e1911139_b71681_c20250827203634211000_oeac_ops.h5,SVI04_npp_d20250827_t1909497_e1911139_b71681_c20250827203908555000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,18.802284;17.095846;14.416858;9.592252;12.085265;13.892246,82.772820;97.158081;111.131935;109.715637;95.988129;81.928741,npp_d20250827_t1906589_e1908231_b71681;npp_d20250827_t1908243_e1909485_b71681;npp_d20250827_t1909497_e1911139_b71681;npp_d20250827_t1911151_e1912393_b71681,145.714,49.2752,16.5906,-80.4507,159.471,-93.1674
