id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
1,VBD_npp_d20250910_t1808527_x0976888E_y118409N_l0302_s0050_v23,2025-09-10 20:03:39,11.840859,97.688805,38.8331,2025-09-10 18:08:52,2025-09-11 00:38:52,302,50,0.124153,1,3553,0.526721,0.524742,0.649923,0.4,0.827843,0.75,0.0820253,0.0001,6.90931e-14,999999,6.408402e-02,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,160.387,33.4794,69.459,96.1297,25.4811,81.5833
2,VBD_npp_d20250910_t1809176_x0983266E_y103739N_l0516_s0179_v23,2025-09-10 20:03:39,10.373919,98.326599,17.9541,2025-09-10 18:09:17,2025-09-11 00:39:17,516,179,0.0856712,2,2465,0.227611,0.1375,0.725723,0.4,0.554054,0.75,0.0824172,0.0001,9.07586e-13,999999,-7.200426e-02,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,161.156,37.7687,67.3765,96.9023,25.0167,78.3249
3,VBD_npp_d20250910_t1809176_x0983354E_y103867N_l0514_s0180_v23,2025-09-10 20:03:39,10.386736,98.335396,40.2841,2025-09-10 18:09:17,2025-09-11 00:39:17,514,180,0.0875206,1,2529,0.563872,0.1375,0.705825,0.4,0.816433,0.75,0.0824234,0.0001,9.32772e-13,999999,-2.626814e-02,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,161.141,37.7674,67.3593,96.9651,25.0054,78.3501
4,VBD_npp_d20250910_t1809176_x0983478E_y103714N_l0516_s0182_v23,2025-09-10 20:03:39,10.371375,98.347786,31.5106,2025-09-10 18:09:17,2025-09-11 00:39:17,516,182,0.0651855,2,2465,0.433416,0.1375,0.725723,0.4,0.735742,0.75,0.0824342,0.0001,9.66945e-13,999999,3.390002e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,161.145,37.8254,67.3252,96.9061,24.9965,78.314
5,VBD_npp_d20250910_t1809123_x0994279E_y105298N_l0472_s0329_v23,2025-09-10 20:03:39,10.529776,99.427910,25.4073,2025-09-10 18:09:12,2025-09-11 01:09:12,472,329,0.250837,1,2529,0.577917,0.1375,0.672956,0.4,0.855135,0.75,0.0832736,0.0001,1.93716e-11,999999,-6.982387e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,160.368,40.0499,64.719,96.907,23.9279,78.3835
6,VBD_npp_d20250910_t1808581_x0997078E_y112965N_l0350_s0347_v23,2025-09-10 20:03:39,11.296477,99.707779,12.0285,2025-09-10 18:08:58,2025-09-11 01:08:58,350,347,0.135961,7,18849,0.201739,0.1375,0.783674,0.4,0.564505,0.75,0.0836082,0.0001,2.98007e-11,999999,2.257707e-01,3,,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.934269,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,159.64,39.2061,64.3824,96.5732,23.5639,80.0788
7,VBD_npp_d20250910_t1808581_x0997186E_y113235N_l0346_s0348_v23,2025-09-10 20:03:39,11.323503,99.718582,33.7495,2025-09-10 18:08:58,2025-09-11 01:08:58,346,348,0.143003,1,2529,0.563731,0.1375,0.764011,0.4,0.81381,0.75,0.0836209,0.0001,3.07292e-11,999999,1.806279e-01,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,159.612,39.1843,64.3621,96.7132,23.5486,80.1389
8,VBD_npp_d20250910_t1808581_x0997536E_y113688N_l0339_s0352_v23,2025-09-10 20:03:39,11.368793,99.753632,10.7297,2025-09-10 18:08:58,2025-09-11 01:08:58,339,352,0.147911,2,2209,0.149736,0.146035,0.725743,0.4,0.533899,0.75,0.0836553,0.0001,3.38911e-11,999999,-1.723073e-01,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,159.555,39.1859,64.2833,96.9616,23.5063,80.2365
9,VBD_npp_d20250910_t1808581_x0997483E_y113271N_l0345_s0352_v23,2025-09-10 20:03:39,11.327072,99.748337,14.5497,2025-09-10 18:08:58,2025-09-11 01:08:58,345,352,0.151325,2,2465,0.241027,0.14246,0.78217,0.4,0.532842,0.75,0.0836444,0.0001,3.33749e-11,999999,-1.321878e-01,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,159.591,39.2449,64.2838,96.7535,23.5187,80.1412
10,VBD_npp_d20250910_t1808581_x0997430E_y112854N_l0351_s0352_v23,2025-09-10 20:03:39,11.285357,99.742973,42.3658,2025-09-10 18:08:58,2025-09-11 01:08:58,351,352,0.175296,1,2529,0.605907,0.1375,0.794556,0.4,0.858345,0.75,0.0836335,0.0001,3.28496e-11,999999,2.307781e-01,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250910_t1808204_e1809446_b71879_c20250910193708290000_oeac_ops.h5,GDNBO_npp_d20250910_t1808204_e1809446_b71879_c20250910193435689000_oeac_ops.h5,SVI04_npp_d20250910_t1808204_e1809446_b71879_c20250910193716857000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.807614;11.988322;9.502959;4.653294;6.975082;8.905746,97.681961;111.744194;125.481216;124.205185;110.604576;96.769409,npp_d20250910_t1804042_e1805284_b71879;npp_d20250910_t1805296_e1806538_b71879;npp_d20250910_t1806550_e1808192_b71879;npp_d20250910_t1808204_e1809446_b71879,159.626,39.3039,64.2849,96.5454,23.5313,80.0461
