id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
1,VBD_npp_d20250905_t1802342_x0996030E_y111242N_l0344_s0111_v23,2025-09-05 20:30:22,11.124200,99.603020,29.4159,2025-09-05 18:02:34,2025-09-06 01:02:34,344,111,0.234762,1,2529,0.534676,0.184646,0.760465,0.4,0.821165,0.75,0.0835716,0.0001,1.13496e-05,999999,-5.101769e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.445,31.3994,68.4894,96.5381,45.6317,-130.314
2,VBD_npp_d20250905_t1802342_x0996206E_y111507N_l0340_s0113_v23,2025-09-05 20:30:22,11.150691,99.620590,25.5186,2025-09-05 18:02:34,2025-09-06 01:02:34,340,113,0.22395,1,2529,0.434583,0.181952,0.738779,0.4,0.778146,0.75,0.0835142,0.0001,1.08592e-05,999999,-2.887941e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.413,31.4053,68.4565,96.6628,45.6624,-130.32
3,VBD_npp_d20250905_t1802342_x0996189E_y110797N_l0350_s0114_v23,2025-09-05 20:30:22,11.079674,99.618896,19.3653,2025-09-05 18:02:34,2025-09-06 01:02:34,350,114,0.237109,2,2465,0.360571,0.193509,0.71754,0.4,0.708534,0.75,0.0836029,0.0001,1.25966e-05,999999,-1.238717e-01,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.474,31.5,68.4416,96.3592,45.6146,-130.267
4,VBD_npp_d20250905_t1802324_x0996716E_y111644N_l0336_s0119_v23,2025-09-05 20:30:22,11.164395,99.671631,21.9681,2025-09-05 18:02:32,2025-09-06 01:02:32,336,119,0.240097,2,2465,0.424275,0.169369,0.684026,0.4,0.741429,0.75,0.0834201,0.0001,1.28941e-05,999999,7.454580e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.379,31.4918,68.3608,96.2842,45.7046,-130.294
5,VBD_npp_d20250905_t1802342_x0996567E_y110968N_l0347_s0119_v23,2025-09-05 20:30:22,11.096777,99.656662,17.2135,2025-09-05 18:02:34,2025-09-06 01:02:34,347,119,0.259089,2,2465,0.383118,0.187265,0.676156,0.4,0.714796,0.75,0.0835278,0.0001,1.24648e-05,999999,-7.254634e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.44,31.5676,68.3598,96.4574,45.6544,-130.249
6,VBD_npp_d20250905_t1802342_x0996549E_y110828N_l0349_s0119_v23,2025-09-05 20:30:22,11.082767,99.654900,19.6024,2025-09-05 18:02:34,2025-09-06 01:02:34,349,119,0.255816,1,2529,0.393912,0.175184,0.676156,0.4,0.772799,0.75,0.0835474,0.0001,1.28214e-05,999999,2.675107e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.453,31.5829,68.3602,96.3963,45.6439,-130.24
7,VBD_npp_d20250905_t1802342_x0996723E_y111660N_l0337_s0120_v23,2025-09-05 20:30:22,11.166024,99.672325,18.8226,2025-09-05 18:02:34,2025-09-06 01:02:34,337,120,0.244933,1,2529,0.392617,0.188758,0.684026,0.4,0.760728,0.75,0.0834208,0.0001,1.08829e-05,999999,-8.481368e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.373,31.5091,68.3426,96.764,45.7116,-130.289
8,VBD_npp_d20250905_t1802395_x0996576E_y108186N_l0390_s0127_v23,2025-09-05 20:30:22,10.818562,99.657623,23.2385,2025-09-05 18:02:39,2025-09-06 01:02:39,390,127,0.194999,2,2465,0.365608,0.182984,0.55582,0.4,0.659468,0.75,0.0838747,0.0001,1.35974e-05,999999,-3.735825e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,159.665,32.0171,68.2315,96.6863,45.4898,-130.017
9,VBD_npp_d20250905_t1802164_x1000598E_y120769N_l0190_s0150_v23,2025-09-05 20:30:22,12.076905,100.059769,95.0453,2025-09-05 18:02:16,2025-09-06 01:02:16,190,150,0.262218,8,18913,1.00714,0.191698,0.827806,0.4,0.932088,0.75,0.0820302,0.0001,1.09643e-05,999999,2.571984e-02,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.29592,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,158.436,31.0266,67.8622,96.1947,46.5488,-130.711
10,VBD_npp_d20250905_t1802182_x1000650E_y120491N_l0195_s0152_v23,2025-09-05 20:30:22,12.049115,100.065002,65.4249,2025-09-05 18:02:18,2025-09-06 01:02:18,195,152,0.269047,1,2529,0.903384,0.209151,0.857606,0.4,0.929042,0.75,0.0820548,0.0001,9.83534e-06,999999,-1.054739e-01,3,Thailand Exclusive Economic Zone,,,SVDNB_npp_d20250905_t1801566_e1803207_b71808_c20250905192922630000_oeac_ops.h5,GDNBO_npp_d20250905_t1801566_e1803207_b71808_c20250905192654928000_oeac_ops.h5,SVI04_npp_d20250905_t1801566_e1803207_b71808_c20250905192931487000_oeac_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,13.403646;11.577552;9.108135;4.256561;6.563685;8.502801,99.241707;113.259460;126.977585;125.711174;112.121765;98.310982,npp_d20250905_t1800311_e1801553_b71808;npp_d20250905_t1801566_e1803207_b71808;npp_d20250905_t1803220_e1804461_b71808;npp_d20250905_t1804474_e1806115_b71808,158.453,31.0923,67.8254,96.5575,46.5397,-130.68
