id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
1,VBD_npp_d20251103_t1757456_x1037675E_y102606N_l0674_s0509_v23,2025-11-03 20:22:45,10.260563,103.767456,19.8388,2025-11-03 17:57:45,2025-11-04 00:57:45,674,509,0.0114104,10,2689,0.111206,0.101242,0.293025,0.4,0.299858,0.75,0.0902179,0.0001,0.0754141,999999,-2.644358e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,162.387,108.436,61.1154,97.4003,42.7527,-88.4944
2,VBD_npp_d20251103_t1757456_x1038160E_y102562N_l0674_s0516_v23,2025-11-03 20:22:45,10.256191,103.815987,14.0423,2025-11-03 17:57:45,2025-11-04 00:57:45,674,516,0.0294777,10,2689,0.126832,0.112086,0.395948,0.4,0.40513,0.75,0.0901281,0.0001,0.0758861,999999,-4.498626e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,162.34,108.41,60.967,97.4192,42.8011,-88.4823
3,VBD_npp_d20251103_t1757456_x1038123E_y102281N_l0678_s0516_v23,2025-11-03 20:22:45,10.228137,103.812279,12.0183,2025-11-03 17:57:45,2025-11-04 00:57:45,678,516,0.0486119,10,2689,0.0903213,0.0825,0.369467,0.4,0.209872,0.75,0.0901281,0.0001,0.0763569,999999,1.285568e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,162.334,108.496,60.9672,97.2634,42.7982,-88.4519
4,VBD_npp_d20251103_t1757456_x1038301E_y102544N_l0674_s0518_v23,2025-11-03 20:22:45,10.254379,103.830093,14.224,2025-11-03 17:57:45,2025-11-04 00:57:45,674,518,0.0280551,10,2689,0.127779,0.10707,0.395948,0.4,0.366165,0.75,0.0901025,0.0001,0.0760321,999999,-3.640956e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,162.326,108.404,60.9235,97.4218,42.8152,-88.4782
5,VBD_npp_d20251103_t1757456_x1038414E_y102316N_l0677_s0520_v23,2025-11-03 20:22:45,10.231567,103.841385,11.883,2025-11-03 17:57:45,2025-11-04 00:57:45,677,520,0.0514572,10,2689,0.128873,0.103697,0.341234,0.4,0.235453,0.75,0.0900768,0.0001,0.0765324,999999,-3.064255e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,162.308,108.463,60.8801,97.3074,42.8271,-88.4514
6,VBD_npp_d20251103_t1757491_x1043155E_y099861N_l0705_s0594_v23,2025-11-03 20:22:45,9.986131,104.315521,12.7994,2025-11-03 17:57:49,2025-11-04 00:57:49,705,594,0.266557,10,2689,0.16722,0.101533,0.323457,0.4,0.433341,0.75,0.0891274,0.0001,0.081376,999999,-2.694224e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,161.774,108.792,59.2507,97.5889,43.3215,-88.1122
7,VBD_npp_d20251103_t1757527_x1043778E_y097108N_l0745_s0610_v23,2025-11-03 20:22:45,9.710800,104.377815,11.9903,2025-11-03 17:57:52,2025-11-04 00:57:52,745,610,0.314642,2,2721,0.146391,0.0930605,0.400459,0.4,0.416992,0.75,0.0889188,0.0001,0.083627,999999,-1.245496e-01,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,161.612,109.516,58.8839,97.3208,43.4078,-87.8032
8,VBD_npp_d20251103_t1757527_x1044026E_y097360N_l0741_s0613_v23,2025-11-03 20:22:45,9.735993,104.402565,15.1798,2025-11-03 17:57:52,2025-11-04 00:57:52,741,613,0.323106,2,2721,0.231017,0.0848092,0.425454,0.4,0.512217,0.75,0.0888796,0.0001,0.0833408,999999,1.653681e-02,3,Vietnamese Exclusive Economic Zone,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,161.597,109.424,58.8138,97.4902,43.4315,-87.8273
9,VBD_npp_d20251103_t1757456_x1045080E_y100974N_l0684_s0617_v23,2025-11-03 20:22:45,10.097446,104.508018,10.7422,2025-11-03 17:57:45,2025-11-04 00:57:45,684,617,0.312508,6,264865,0.222909,0.0825,0.734346,0.4,0.535174,0.75,0.0888274,0.0001,0.0837147,0.593931,2.091559e-01,3,,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,161.643,108.335,58.7196,97.1428,43.4955,-88.2082
10,VBD_npp_d20251103_t1757456_x1045130E_y100827N_l0686_s0618_v23,2025-11-03 20:22:45,10.082662,104.513046,22.7374,2025-11-03 17:57:45,2025-11-04 00:57:45,686,618,0.328583,6,264865,0.450463,0.0825,0.734346,0.4,0.690697,0.75,0.0888143,0.0001,0.0840092,0.593931,1.247940e-01,3,,,,SVDNB_npp_d20251103_t1756306_e1757548_b72645_c20251103191919902000_oebc_ops.h5,GDNBO_npp_d20251103_t1756306_e1757548_b72645_c20251103191710239000_oebc_ops.h5,SVI04_npp_d20251103_t1756306_e1757548_b72645_c20251103191928306000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,14.981913;13.188315;10.657373;5.812978;8.175398;10.076610,101.005852;115.125130;128.906464;127.597809;113.979332;100.120255,npp_d20251103_t1752144_e1753385_b72645;npp_d20251103_t1753398_e1755039_b72645;npp_d20251103_t1755052_e1756294_b72645;npp_d20251103_t1756306_e1757548_b72645,161.634,108.374,58.6968,97.0609,43.501,-88.1915
