id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
3,VBD_npp_d20251101_t1834451_x0958040E_y137964N_l0229_s0630_v23,2025-11-01 20:57:37,13.796420,95.804016,15.1657,2025-11-01 18:34:45,2025-11-02 01:34:45,229,630,0.223879,1,2529,0.444368,0.190679,0.646249,0.4,0.772424,0.75,0.0171378,0.0001,0.0204423,999999,-1.544409e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,161.958,95.1076,58.4227,96.9234,70.2152,-100.747
4,VBD_npp_d20251101_t1835421_x0980366E_y101220N_l0738_s1051_v23,2025-11-01 20:57:37,10.121961,98.036552,7.4801,2025-11-01 18:35:42,2025-11-02 01:05:42,738,1051,0.241519,2,2465,0.277666,0.14703,0.728184,0.4,0.594064,0.75,0.0148605,0.0001,0.0118335,999999,2.166514e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.937,104.657,46.8171,98.1328,71.9759,-98.7788
5,VBD_npp_d20251101_t1835421_x0980615E_y101047N_l0740_s1055_v23,2025-11-01 20:57:37,10.104741,98.061539,17.9009,2025-11-01 18:35:42,2025-11-02 01:05:42,740,1055,0.233552,1,2529,0.603753,0.15524,0.751522,0.4,0.875558,0.75,0.0148301,0.0001,0.0119239,999999,1.468497e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.909,104.688,46.6877,98.0211,71.9977,-98.7673
6,VBD_npp_d20251101_t1835439_x0981851E_y098975N_l0768_s1078_v23,2025-11-01 20:57:37,9.897457,98.185074,7.56127,2025-11-01 18:35:43,2025-11-02 01:05:43,768,1078,0.183192,2,2465,0.255587,0.173772,0.464467,0.4,0.646329,0.75,0.0146552,0.0001,0.0125214,999999,-1.070395e-02,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.731,105.142,45.9268,97.3363,72.094,-98.6677
7,VBD_npp_d20251101_t1835385_x0982777E_y102481N_l0714_s1081_v23,2025-11-01 20:57:37,10.248080,98.277679,9.97061,2025-11-01 18:35:38,2025-11-02 01:05:38,714,1081,0.334701,8,18913,0.412273,0.20087,0.808202,0.4,0.756254,0.75,0.0146324,0.0001,0.0113622,999999,-2.410804e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.385222,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.752,104.238,45.8207,97.6769,72.2171,-98.7699
8,VBD_npp_d20251101_t1835403_x0982682E_y101774N_l0725_s1082_v23,2025-11-01 20:57:37,10.177361,98.268188,11.0255,2025-11-01 18:35:40,2025-11-02 01:05:40,725,1082,0.181769,2,2465,0.348325,0.213509,0.762826,0.4,0.724748,0.75,0.0146248,0.0001,0.0107949,999999,-3.485358e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.737,104.415,45.7836,97.996,72.2039,-98.7466
9,VBD_npp_d20251101_t1835403_x0982663E_y101147N_l0734_s1083_v23,2025-11-01 20:57:37,10.114734,98.266281,6.82366,2025-11-01 18:35:40,2025-11-02 01:05:40,734,1083,0.13468,2,2209,0.196667,0.13957,0.680917,0.4,0.5581,0.75,0.0146172,0.0001,0.0118424,999999,2.800753e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.723,104.571,45.7514,97.4446,72.1925,-98.726
10,VBD_npp_d20251101_t1835385_x0982974E_y102384N_l0715_s1084_v23,2025-11-01 20:57:37,10.238406,98.297447,9.65588,2025-11-01 18:35:38,2025-11-02 01:05:38,715,1084,0.316847,1,2529,0.37238,0.213592,0.852714,0.4,0.794578,0.75,0.0146096,0.0001,0.0113491,999999,-3.492395e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.731,104.253,45.7188,97.6188,72.2349,-98.7621
11,VBD_npp_d20251101_t1835385_x0982945E_y102179N_l0718_s1084_v23,2025-11-01 20:57:37,10.217859,98.294518,10.1602,2025-11-01 18:35:38,2025-11-02 01:05:38,718,1084,0.24344,2,2465,0.34325,0.198063,0.852714,0.4,0.737551,0.75,0.0146096,0.0001,0.011717,999999,-2.172182e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.729,104.305,45.7197,97.4345,72.2289,-98.7559
12,VBD_npp_d20251101_t1835385_x0983093E_y102228N_l0717_s1086_v23,2025-11-01 20:57:37,10.222850,98.309273,14.8139,2025-11-01 18:35:38,2025-11-02 01:05:38,717,1086,0.210577,1,2529,0.458739,0.20773,0.852714,0.4,0.814202,0.75,0.0145943,0.0001,0.0115014,999999,-2.994054e-01,3,Myanmar Exclusive Economic Zone,,,SVDNB_npp_d20251101_t1834200_e1835441_b72617_c20251101195550313000_oebc_ops.h5,GDNBO_npp_d20251101_t1834200_e1835441_b72617_c20251101195344460000_oebc_ops.h5,SVI04_npp_d20251101_t1834200_e1835441_b72617_c20251101195558680000_oebc_ops.dspace_rad,,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,15.734270;13.956932;11.396020;6.557343;8.945057;10.828075,91.608864;105.784996;119.603973;118.272781;104.634926;90.737358,npp_d20251101_t1832546_e1834187_b72617;npp_d20251101_t1834200_e1835441_b72617;npp_d20251101_t1835454_e1837095_b72617;npp_d20251101_t1837108_e1838349_b72617,158.716,104.286,45.6513,97.498,72.2441,-98.7542
